pgn,game_id,ply,side,san,best_san,loss_cp,class,accuracy
PUTC_GRAVE_vs_STOCKFISH.pgn,307,23,B,f5,Rxd5,211,blunder,48.7
PUTC_GRAVE_vs_STOCKFISH.pgn,307,24,W,Ne7+,Nf6,330,blunder,37.7
PUTC_GRAVE_vs_STOCKFISH.pgn,307,25,B,Bxe7,Bxe7,63,inaccuracy,76.0
PUTC_GRAVE_vs_STOCKFISH.pgn,307,26,W,d3,d4,60,inaccuracy,76.9
PUTC_GRAVE_vs_STOCKFISH.pgn,307,27,B,Bxh4,Bxh4,110,mistake,64.5
PUTC_GRAVE_vs_STOCKFISH.pgn,308,0,W,Nh3,e4,107,mistake,65.1
PUTC_GRAVE_vs_STOCKFISH.pgn,308,1,B,Nf6,d5,28,ok,87.7
PUTC_GRAVE_vs_STOCKFISH.pgn,308,2,W,Ng5,d4,66,inaccuracy,75.2
PUTC_GRAVE_vs_STOCKFISH.pgn,308,3,B,c5,e5,63,inaccuracy,76.0
PUTC_GRAVE_vs_STOCKFISH.pgn,308,4,W,Nxh7,c4,457,blunder,30.4
PUTC_GRAVE_vs_STOCKFISH.pgn,308,5,B,Nxh7,Nxh7,0,ok,100.0
PUTC_GRAVE_vs_STOCKFISH.pgn,308,6,W,Nc3,e4,73,inaccuracy,73.3
PUTC_GRAVE_vs_STOCKFISH.pgn,308,7,B,Nf6,d6,0,ok,100.0
PUTC_GRAVE_vs_STOCKFISH.pgn,308,8,W,Nd5,e4,47,ok,81.0
PUTC_GRAVE_vs_STOCKFISH.pgn,308,9,B,Nxd5,Nxd5,0,ok,100.0
PUTC_GRAVE_vs_STOCKFISH.pgn,308,10,W,e4,h4,12,ok,94.3
PUTC_GRAVE_vs_STOCKFISH.pgn,308,11,B,Nc7,Nc7,0,ok,100.0
PUTC_GRAVE_vs_STOCKFISH.pgn,308,12,W,Ba6,Bc4,226,blunder,46.9
PUTC_GRAVE_vs_STOCKFISH.pgn,308,13,B,bxa6,Nbxa6,36,ok,84.7
PUTC_GRAVE_vs_STOCKFISH.pgn,308,14,W,Kf1,O-O,40,ok,83.3
PUTC_GRAVE_vs_STOCKFISH.pgn,308,15,B,e6,e5,25,ok,88.9
PUTC_GRAVE_vs_STOCKFISH.pgn,309,0,W,c3,e4,60,inaccuracy,76.9
PUTC_GRAVE_vs_STOCKFISH.pgn,309,1,B,b5,e5,83,inaccuracy,70.7
PUTC_GRAVE_vs_STOCKFISH.pgn,309,2,W,Nh3,d4,78,inaccuracy,71.9
PUTC_GRAVE_vs_STOCKFISH.pgn,309,3,B,d5,Nf6,25,ok,88.9
PUTC_GRAVE_vs_STOCKFISH.pgn,309,4,W,Ng5,e3,97,inaccuracy,67.3
PUTC_GRAVE_vs_STOCKFISH.pgn,309,5,B,e6,e5,89,inaccuracy,69.2
PUTC_GRAVE_vs_STOCKFISH.pgn,309,6,W,Nxh7,d4,436,blunder,31.4
PUTC_GRAVE_vs_STOCKFISH.pgn,309,7,B,Rxh7,Rxh7,0,ok,100.0
PUTC_GRAVE_vs_STOCKFISH.pgn,309,8,W,Qa4,d4,387,blunder,34.1
PUTC_GRAVE_vs_STOCKFISH.pgn,309,9,B,bxa4,bxa4,0,ok,100.0
PUTC_GRAVE_vs_STOCKFISH.pgn,309,10,W,Na3,e4,0,ok,100.0
PUTC_GRAVE_vs_STOCKFISH.pgn,309,11,B,Qd7,Bb7,39,ok,83.7
STOCKFISH_vs_PUTC_GRAVE.pgn,310,0,W,a3,e4,41,ok,83.0
STOCKFISH_vs_PUTC_GRAVE.pgn,310,1,B,Nh6,e5,92,inaccuracy,68.5
STOCKFISH_vs_PUTC_GRAVE.pgn,310,2,W,e4,d4,17,ok,92.2
STOCKFISH_vs_PUTC_GRAVE.pgn,310,3,B,Rg8,c5,121,mistake,62.3
STOCKFISH_vs_PUTC_GRAVE.pgn,310,4,W,Nf3,d4,9,ok,95.7
STOCKFISH_vs_PUTC_GRAVE.pgn,310,5,B,Nc6,c5,53,inaccuracy,79.1
STOCKFISH_vs_PUTC_GRAVE.pgn,310,6,W,d4,d4,12,ok,94.3
STOCKFISH_vs_PUTC_GRAVE.pgn,310,7,B,Rh8,d6,18,ok,91.7
STOCKFISH_vs_PUTC_GRAVE.pgn,310,8,W,d5,d5,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,310,9,B,Nf5,Nb8,426,blunder,31.9
STOCKFISH_vs_PUTC_GRAVE.pgn,310,10,W,dxc6,exf5,63,inaccuracy,76.0
STOCKFISH_vs_PUTC_GRAVE.pgn,310,11,B,Nd4,dxc6,24,ok,89.3
STOCKFISH_vs_PUTC_GRAVE.pgn,310,12,W,Nc3,Qxd4,95,inaccuracy,67.8
STOCKFISH_vs_PUTC_GRAVE.pgn,310,13,B,Nxf3+,Nxc6,27,ok,88.1
STOCKFISH_vs_PUTC_GRAVE.pgn,310,14,W,gxf3,Qxf3,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,310,15,B,dxc6,bxc6,68,inaccuracy,74.6
STOCKFISH_vs_PUTC_GRAVE.pgn,310,16,W,Qxd8+,Qxd8+,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,310,17,B,Kxd8,Kxd8,39,ok,83.7
STOCKFISH_vs_PUTC_GRAVE.pgn,310,18,W,Bf4,h4,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,310,19,B,Be6,f6,70,inaccuracy,74.1
STOCKFISH_vs_PUTC_GRAVE.pgn,310,20,W,Be3,O-O-O+,92,inaccuracy,68.5
STOCKFISH_vs_PUTC_GRAVE.pgn,310,21,B,Rg8,g6,48,ok,80.6
STOCKFISH_vs_PUTC_GRAVE.pgn,310,22,W,Na4,h4,26,ok,88.5
STOCKFISH_vs_PUTC_GRAVE.pgn,310,23,B,Rh8,g5,53,inaccuracy,79.1
STOCKFISH_vs_PUTC_GRAVE.pgn,310,24,W,b3,h4,89,inaccuracy,69.2
STOCKFISH_vs_PUTC_GRAVE.pgn,310,25,B,Bc4,Ke8,208,blunder,49.0
STOCKFISH_vs_PUTC_GRAVE.pgn,310,26,W,Rd1+,O-O-O+,216,blunder,48.1
STOCKFISH_vs_PUTC_GRAVE.pgn,310,27,B,Bd5,Ke8,26,ok,88.5
STOCKFISH_vs_PUTC_GRAVE.pgn,310,28,W,c4,Bh3,83,inaccuracy,70.7
STOCKFISH_vs_PUTC_GRAVE.pgn,310,29,B,Ke8,e6,26,ok,88.5
STOCKFISH_vs_PUTC_GRAVE.pgn,310,30,W,exd5,cxd5,37,ok,84.4
STOCKFISH_vs_PUTC_GRAVE.pgn,310,31,B,Rg8,e5,169,mistake,54.2
STOCKFISH_vs_PUTC_GRAVE.pgn,310,32,W,Bh3,dxc6,42,ok,82.6
STOCKFISH_vs_PUTC_GRAVE.pgn,310,33,B,Rh8,cxd5,33,ok,85.8
STOCKFISH_vs_PUTC_GRAVE.pgn,310,34,W,c5,dxc6,135,mistake,59.7
STOCKFISH_vs_PUTC_GRAVE.pgn,310,35,B,cxd5,cxd5,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,310,36,W,Ke2,Rg1,56,inaccuracy,78.1
STOCKFISH_vs_PUTC_GRAVE.pgn,310,37,B,Rg8,e6,90,inaccuracy,69.0
STOCKFISH_vs_PUTC_GRAVE.pgn,310,38,W,Ke1,Kd3,75,inaccuracy,72.7
STOCKFISH_vs_PUTC_GRAVE.pgn,310,39,B,e6,e6,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,310,40,W,Rf1,Rg1,58,inaccuracy,77.5
STOCKFISH_vs_PUTC_GRAVE.pgn,310,41,B,Rh8,g5,29,ok,87.3
STOCKFISH_vs_PUTC_GRAVE.pgn,310,42,W,f4,f4,82,inaccuracy,70.9
STOCKFISH_vs_PUTC_GRAVE.pgn,310,43,B,Bxc5,g6,222,blunder,47.4
STOCKFISH_vs_PUTC_GRAVE.pgn,310,44,W,Nxc5,Nxc5,13,ok,93.9
STOCKFISH_vs_PUTC_GRAVE.pgn,310,45,B,Ke7,d4,13,ok,93.9
STOCKFISH_vs_PUTC_GRAVE.pgn,310,46,W,f5,Nxb7,56,inaccuracy,78.1
STOCKFISH_vs_PUTC_GRAVE.pgn,311,0,W,Nh3,e4,94,inaccuracy,68.0
STOCKFISH_vs_PUTC_GRAVE.pgn,311,1,B,g6,e5,38,ok,84.0
STOCKFISH_vs_PUTC_GRAVE.pgn,311,2,W,c4,g3,13,ok,93.9
STOCKFISH_vs_PUTC_GRAVE.pgn,311,3,B,Nf6,Bg7,2,ok,99.0
STOCKFISH_vs_PUTC_GRAVE.pgn,311,4,W,d4,Nc3,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,311,5,B,Bg7,Bg7,2,ok,99.0
STOCKFISH_vs_PUTC_GRAVE.pgn,311,6,W,Bf4,Nc3,47,ok,81.0
STOCKFISH_vs_PUTC_GRAVE.pgn,311,7,B,Nc6,d5,47,ok,81.0
STOCKFISH_vs_PUTC_GRAVE.pgn,311,8,W,e3,d5,7,ok,96.6
STOCKFISH_vs_PUTC_GRAVE.pgn,311,9,B,Rg8,d6,80,inaccuracy,71.4
STOCKFISH_vs_PUTC_GRAVE.pgn,311,10,W,Bg3,Nc3,19,ok,91.3
STOCKFISH_vs_PUTC_GRAVE.pgn,311,11,B,Nxd4,d6,356,blunder,36.0
STOCKFISH_vs_PUTC_GRAVE.pgn,311,12,W,Qxd4,exd4,60,inaccuracy,76.9
STOCKFISH_vs_PUTC_GRAVE.pgn,311,13,B,Ne4,Nh5,76,inaccuracy,72.5
STOCKFISH_vs_PUTC_GRAVE.pgn,311,14,W,Qd3,Qxe4,527,blunder,27.5
STOCKFISH_vs_PUTC_GRAVE.pgn,311,15,B,Nxg3,Nxg3,30,ok,87.0
STOCKFISH_vs_PUTC_GRAVE.pgn,311,16,W,Rg1,hxg3,233,blunder,46.2
STOCKFISH_vs_PUTC_GRAVE.pgn,311,17,B,Rh8,Bxb2,160,mistake,55.6
STOCKFISH_vs_PUTC_GRAVE.pgn,311,18,W,Nc3,Nc3,17,ok,92.2
STOCKFISH_vs_PUTC_GRAVE.pgn,311,19,B,Rg8,Nxf1,656,blunder,23.4
STOCKFISH_vs_PUTC_GRAVE.pgn,311,20,W,fxg3,hxg3,42,ok,82.6
STOCKFISH_vs_PUTC_GRAVE.pgn,311,21,B,Bxc3+,Rh8,171,mistake,53.9
STOCKFISH_vs_PUTC_GRAVE.pgn,311,22,W,Qxc3,Qxc3,10,ok,95.2
STOCKFISH_vs_PUTC_GRAVE.pgn,311,23,B,Rh8,b6,99486,blunder,0.2
STOCKFISH_vs_PUTC_GRAVE.pgn,311,24,W,Qxh8#,Qxh8#,200000,blunder,0.1
STOCKFISH_vs_PUTC_GRAVE.pgn,312,0,W,a4,e4,60,inaccuracy,76.9
STOCKFISH_vs_PUTC_GRAVE.pgn,312,1,B,a5,e5,71,inaccuracy,73.8
STOCKFISH_vs_PUTC_GRAVE.pgn,312,2,W,e4,e4,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,312,3,B,Nh6,e5,76,inaccuracy,72.5
STOCKFISH_vs_PUTC_GRAVE.pgn,312,4,W,d4,d4,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,312,5,B,Nc6,e6,89,inaccuracy,69.2
STOCKFISH_vs_PUTC_GRAVE.pgn,312,6,W,Bb5,Nf3,88,inaccuracy,69.4
STOCKFISH_vs_PUTC_GRAVE.pgn,312,7,B,Nf5,e5,431,blunder,31.7
STOCKFISH_vs_PUTC_GRAVE.pgn,312,8,W,exf5,exf5,42,ok,82.6
STOCKFISH_vs_PUTC_GRAVE.pgn,312,9,B,Rg8,Nb4,115,mistake,63.5
STOCKFISH_vs_PUTC_GRAVE.pgn,312,10,W,c3,Nf3,106,mistake,65.4
STOCKFISH_vs_PUTC_GRAVE.pgn,312,11,B,Rh8,g6,86,inaccuracy,69.9
STOCKFISH_vs_PUTC_GRAVE.pgn,312,12,W,Ne2,Qe2,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,312,13,B,Nxd4,d5,92,inaccuracy,68.5
STOCKFISH_vs_PUTC_GRAVE.pgn,312,14,W,cxd4,Nxd4,97,inaccuracy,67.3
STOCKFISH_vs_PUTC_GRAVE.pgn,312,15,B,g6,c6,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,312,16,W,Nbc3,O-O,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,312,17,B,Rg8,c6,53,inaccuracy,79.1
STOCKFISH_vs_PUTC_GRAVE.pgn,312,18,W,Rb1,f6,76,inaccuracy,72.5
STOCKFISH_vs_PUTC_GRAVE.pgn,312,19,B,gxf5,c6,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,312,20,W,Bc4,Ng3,95,inaccuracy,67.8
STOCKFISH_vs_PUTC_GRAVE.pgn,312,21,B,Rxg2,Rxg2,34,ok,85.5
STOCKFISH_vs_PUTC_GRAVE.pgn,312,22,W,Kf1,Ng3,83,inaccuracy,70.7
STOCKFISH_vs_PUTC_GRAVE.pgn,312,23,B,Rxf2+,e5,39,ok,83.7
STOCKFISH_vs_PUTC_GRAVE.pgn,312,24,W,Kxf2,Kxf2,3,ok,98.5
STOCKFISH_vs_PUTC_GRAVE.pgn,312,25,B,Bg7,e6,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,312,26,W,Bf4,Kf1,68,inaccuracy,74.6
STOCKFISH_vs_PUTC_GRAVE.pgn,313,0,W,d3,e4,25,ok,88.9
STOCKFISH_vs_PUTC_GRAVE.pgn,313,1,B,e6,d5,6,ok,97.1
STOCKFISH_vs_PUTC_GRAVE.pgn,313,2,W,e4,e4,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,313,3,B,Ne7,c5,14,ok,93.5
STOCKFISH_vs_PUTC_GRAVE.pgn,313,4,W,Nf3,d4,4,ok,98.0
STOCKFISH_vs_PUTC_GRAVE.pgn,313,5,B,Nbc6,d5,87,inaccuracy,69.7
STOCKFISH_vs_PUTC_GRAVE.pgn,313,6,W,h4,d4,97,inaccuracy,67.3
STOCKFISH_vs_PUTC_GRAVE.pgn,313,7,B,Ng8,e5,107,mistake,65.1
STOCKFISH_vs_PUTC_GRAVE.pgn,313,8,W,d4,d4,23,ok,89.7
STOCKFISH_vs_PUTC_GRAVE.pgn,313,9,B,Nh6,d6,78,inaccuracy,71.9
STOCKFISH_vs_PUTC_GRAVE.pgn,313,10,W,d5,d5,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,313,11,B,Rg8,exd5,365,blunder,35.4
STOCKFISH_vs_PUTC_GRAVE.pgn,313,12,W,Bxh6,dxc6,85,inaccuracy,70.2
STOCKFISH_vs_PUTC_GRAVE.pgn,313,13,B,gxh6,gxh6,8,ok,96.2
STOCKFISH_vs_PUTC_GRAVE.pgn,313,14,W,dxc6,dxc6,18,ok,91.7
STOCKFISH_vs_PUTC_GRAVE.pgn,313,15,B,Rg7,Qf6,196,mistake,50.5
STOCKFISH_vs_PUTC_GRAVE.pgn,313,16,W,Qd2,cxd7+,20,ok,90.9
STOCKFISH_vs_PUTC_GRAVE.pgn,313,17,B,Bd6,Rg4,45,ok,81.6
STOCKFISH_vs_PUTC_GRAVE.pgn,313,18,W,Qc3,cxd7+,195,mistake,50.6
STOCKFISH_vs_PUTC_GRAVE.pgn,313,19,B,Kf8,Rg8,73,inaccuracy,73.3
STOCKFISH_vs_PUTC_GRAVE.pgn,313,20,W,g3,Nbd2,83,inaccuracy,70.7
STOCKFISH_vs_PUTC_GRAVE.pgn,313,21,B,Kg8,a5,103,mistake,66.0
STOCKFISH_vs_PUTC_GRAVE.pgn,313,22,W,Rg1,Nbd2,78,inaccuracy,71.9
STOCKFISH_vs_PUTC_GRAVE.pgn,313,23,B,Kf8,a5,116,mistake,63.3
STOCKFISH_vs_PUTC_GRAVE.pgn,313,24,W,Bb5,a3,153,mistake,56.7
STOCKFISH_vs_PUTC_GRAVE.pgn,313,25,B,Kg8,Qe7,53,inaccuracy,79.1
STOCKFISH_vs_PUTC_GRAVE.pgn,313,26,W,Kf1,cxd7,69,inaccuracy,74.3
STOCKFISH_vs_PUTC_GRAVE.pgn,313,27,B,Kf8,dxc6,77,inaccuracy,72.2
STOCKFISH_vs_PUTC_GRAVE.pgn,313,28,W,cxd7,cxd7,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,313,29,B,Kg8,Bxg3,92,inaccuracy,68.5
STOCKFISH_vs_PUTC_GRAVE.pgn,313,30,W,Ba4,dxc8=N,100,mistake,66.7
STOCKFISH_vs_PUTC_GRAVE.pgn,313,31,B,Qxd7,b5,229,blunder,46.6
STOCKFISH_vs_PUTC_GRAVE.pgn,313,32,W,Qb3,Bxd7,228,blunder,46.7
STOCKFISH_vs_PUTC_GRAVE.pgn,313,33,B,Qxa4,c6,200,blunder,50.0
STOCKFISH_vs_PUTC_GRAVE.pgn,313,34,W,Qxa4,Qxa4,58,inaccuracy,77.5
STOCKFISH_vs_PUTC_GRAVE.pgn,313,35,B,Bd7,b5,171,mistake,53.9
STOCKFISH_vs_PUTC_GRAVE.pgn,313,36,W,Qxd7,Qxd7,102,mistake,66.2
STOCKFISH_vs_PUTC_GRAVE.pgn,314,0,W,f4,e4,55,inaccuracy,78.4
STOCKFISH_vs_PUTC_GRAVE.pgn,314,1,B,f5,e6,61,inaccuracy,76.6
STOCKFISH_vs_PUTC_GRAVE.pgn,314,2,W,e3,c4,11,ok,94.8
STOCKFISH_vs_PUTC_GRAVE.pgn,314,3,B,Nf6,g6,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,314,4,W,c4,Be2,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,314,5,B,Nh5,d6,493,blunder,28.9
STOCKFISH_vs_PUTC_GRAVE.pgn,314,6,W,Be2,Qxh5+,429,blunder,31.8
STOCKFISH_vs_PUTC_GRAVE.pgn,314,7,B,Rg8,Nf6,476,blunder,29.6
STOCKFISH_vs_PUTC_GRAVE.pgn,314,8,W,Bxh5+,Bxh5+,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,314,9,B,g6,g6,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,314,10,W,Bf3,Be2,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,314,11,B,Bg7,e5,55,inaccuracy,78.4
STOCKFISH_vs_PUTC_GRAVE.pgn,314,12,W,Nc3,d4,112,mistake,64.1
STOCKFISH_vs_PUTC_GRAVE.pgn,314,13,B,Bxc3,d6,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,314,14,W,dxc3,bxc3,61,inaccuracy,76.6
STOCKFISH_vs_PUTC_GRAVE.pgn,314,15,B,Rh8,d6,85,inaccuracy,70.2
STOCKFISH_vs_PUTC_GRAVE.pgn,314,16,W,b3,h4,59,inaccuracy,77.2
STOCKFISH_vs_PUTC_GRAVE.pgn,314,17,B,Nc6,e5,45,ok,81.6
STOCKFISH_vs_PUTC_GRAVE.pgn,314,18,W,Bb2,Bd5,16,ok,92.6
STOCKFISH_vs_PUTC_GRAVE.pgn,314,19,B,Rg8,e5,70,inaccuracy,74.1
STOCKFISH_vs_PUTC_GRAVE.pgn,314,20,W,c5,c5,22,ok,90.1
STOCKFISH_vs_PUTC_GRAVE.pgn,314,21,B,Ne5,d6,41,ok,83.0
STOCKFISH_vs_PUTC_GRAVE.pgn,314,22,W,Qd4,fxe5,46,ok,81.3
STOCKFISH_vs_PUTC_GRAVE.pgn,314,23,B,Nxf3+,g5,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,314,24,W,gxf3,Nxf3,94,inaccuracy,68.0
STOCKFISH_vs_PUTC_GRAVE.pgn,314,25,B,Rg7,b6,154,mistake,56.5
STOCKFISH_vs_PUTC_GRAVE.pgn,314,26,W,h4,Qxg7,112,mistake,64.1
STOCKFISH_vs_PUTC_GRAVE.pgn,314,27,B,Rg8,e5,87,inaccuracy,69.7
STOCKFISH_vs_PUTC_GRAVE.pgn,314,28,W,Qa4,Qd5,199,mistake,50.1
STOCKFISH_vs_PUTC_GRAVE.pgn,314,29,B,e6,b5,70,inaccuracy,74.1
STOCKFISH_vs_PUTC_GRAVE.pgn,314,30,W,Rd1,Qb4,22,ok,90.1
STOCKFISH_vs_PUTC_GRAVE.pgn,314,31,B,Qxh4+,a5,88,inaccuracy,69.4
STOCKFISH_vs_PUTC_GRAVE.pgn,314,32,W,Kd2,Rxh4,740,blunder,21.3
STOCKFISH_vs_PUTC_GRAVE.pgn,314,33,B,Qxh1,Qxh1,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,314,34,W,Ne2,Kc1,62,inaccuracy,76.3
STOCKFISH_vs_PUTC_GRAVE.pgn,314,35,B,Kd8,Qxf3,945,blunder,17.5
STOCKFISH_vs_PUTC_GRAVE.pgn,314,36,W,Rxh1,Rxh1,7,ok,96.6
STOCKFISH_vs_PUTC_GRAVE.pgn,314,37,B,Rf8,Ke8,97,inaccuracy,67.3
STOCKFISH_vs_PUTC_GRAVE.pgn,314,38,W,Rxh7,e4,18,ok,91.7
STOCKFISH_vs_PUTC_GRAVE.pgn,315,0,W,g3,e4,37,ok,84.4
STOCKFISH_vs_PUTC_GRAVE.pgn,315,1,B,Nh6,e5,66,inaccuracy,75.2
STOCKFISH_vs_PUTC_GRAVE.pgn,315,2,W,d4,Nf3,4,ok,98.0
STOCKFISH_vs_PUTC_GRAVE.pgn,315,3,B,Rg8,g6,115,mistake,63.5
STOCKFISH_vs_PUTC_GRAVE.pgn,315,4,W,Bg2,Bxh6,49,ok,80.3
STOCKFISH_vs_PUTC_GRAVE.pgn,315,5,B,Rh8,g6,25,ok,88.9
STOCKFISH_vs_PUTC_GRAVE.pgn,315,6,W,Nf3,Nf3,6,ok,97.1
STOCKFISH_vs_PUTC_GRAVE.pgn,315,7,B,Nc6,g6,100,mistake,66.7
STOCKFISH_vs_PUTC_GRAVE.pgn,315,8,W,O-O,d5,26,ok,88.5
STOCKFISH_vs_PUTC_GRAVE.pgn,315,9,B,Nf5,d5,91,inaccuracy,68.7
STOCKFISH_vs_PUTC_GRAVE.pgn,315,10,W,Re1,d5,227,blunder,46.8
STOCKFISH_vs_PUTC_GRAVE.pgn,315,11,B,Ncxd4,d5,264,blunder,43.1
STOCKFISH_vs_PUTC_GRAVE.pgn,315,12,W,Nxd4,Nxd4,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,315,13,B,Nxd4,Nxd4,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,315,14,W,Qxd4,Qxd4,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,315,15,B,e6,d6,61,inaccuracy,76.6
STOCKFISH_vs_PUTC_GRAVE.pgn,315,16,W,Rd1,e4,86,inaccuracy,69.9
STOCKFISH_vs_PUTC_GRAVE.pgn,315,17,B,Rg8,c6,90,inaccuracy,69.0
STOCKFISH_vs_PUTC_GRAVE.pgn,315,18,W,c4,Qd2,35,ok,85.1
STOCKFISH_vs_PUTC_GRAVE.pgn,315,19,B,Rh8,c6,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,315,20,W,Na3,a4,39,ok,83.7
STOCKFISH_vs_PUTC_GRAVE.pgn,315,21,B,Bxa3,Qe7,63,inaccuracy,76.0
STOCKFISH_vs_PUTC_GRAVE.pgn,315,22,W,bxa3,bxa3,34,ok,85.5
STOCKFISH_vs_PUTC_GRAVE.pgn,315,23,B,Rg8,Qf6,99,inaccuracy,66.9
STOCKFISH_vs_PUTC_GRAVE.pgn,315,24,W,Rb1,Qd3,49,ok,80.3
STOCKFISH_vs_PUTC_GRAVE.pgn,315,25,B,Rh8,Qe7,112,mistake,64.1
STOCKFISH_vs_PUTC_GRAVE.pgn,315,26,W,Qxg7,Qxg7,1,ok,99.5
STOCKFISH_vs_PUTC_GRAVE.pgn,315,27,B,Rg8,Rf8,167,mistake,54.5
STOCKFISH_vs_PUTC_GRAVE.pgn,315,28,W,Qxg8+,Qxg8+,22,ok,90.1
STOCKFISH_vs_PUTC_GRAVE.pgn,315,29,B,Ke7,Ke7,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,315,30,W,Bg5+,Qxh7,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,316,0,W,Na3,e4,105,mistake,65.6
STOCKFISH_vs_PUTC_GRAVE.pgn,316,1,B,a5,e5,79,inaccuracy,71.7
STOCKFISH_vs_PUTC_GRAVE.pgn,316,2,W,d4,e4,60,inaccuracy,76.9
STOCKFISH_vs_PUTC_GRAVE.pgn,316,3,B,Nh6,d5,131,mistake,60.4
STOCKFISH_vs_PUTC_GRAVE.pgn,316,4,W,Nf3,e4,53,inaccuracy,79.1
STOCKFISH_vs_PUTC_GRAVE.pgn,316,5,B,Nf5,d5,179,mistake,52.8
STOCKFISH_vs_PUTC_GRAVE.pgn,316,6,W,e4,e4,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,316,7,B,Nxd4,Nd6,284,blunder,41.3
STOCKFISH_vs_PUTC_GRAVE.pgn,316,8,W,Qxd4,Nxd4,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,316,9,B,e5,Nc6,118,mistake,62.9
STOCKFISH_vs_PUTC_GRAVE.pgn,316,10,W,Nxe5,Nxe5,80,inaccuracy,71.4
STOCKFISH_vs_PUTC_GRAVE.pgn,316,11,B,Bxa3,Be7,115,mistake,63.5
STOCKFISH_vs_PUTC_GRAVE.pgn,316,12,W,Nxf7,bxa3,217,blunder,48.0
STOCKFISH_vs_PUTC_GRAVE.pgn,316,13,B,Rf8,Bb4+,364,blunder,35.5
STOCKFISH_vs_PUTC_GRAVE.pgn,316,14,W,Nxd8,Nxd8,8,ok,96.2
STOCKFISH_vs_PUTC_GRAVE.pgn,316,15,B,Kxd8,Bb4+,100,mistake,66.7
STOCKFISH_vs_PUTC_GRAVE.pgn,316,16,W,bxa3,Bg5+,98,inaccuracy,67.1
STOCKFISH_vs_PUTC_GRAVE.pgn,317,0,W,b4,e4,64,inaccuracy,75.8
STOCKFISH_vs_PUTC_GRAVE.pgn,317,1,B,e6,e5,14,ok,93.5
STOCKFISH_vs_PUTC_GRAVE.pgn,317,2,W,a3,a3,2,ok,99.0
STOCKFISH_vs_PUTC_GRAVE.pgn,317,3,B,Nf6,a5,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,317,4,W,Bb2,e3,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,317,5,B,Be7,d5,8,ok,96.2
STOCKFISH_vs_PUTC_GRAVE.pgn,317,6,W,g3,e3,25,ok,88.9
STOCKFISH_vs_PUTC_GRAVE.pgn,317,7,B,Nc6,c6,58,inaccuracy,77.5
STOCKFISH_vs_PUTC_GRAVE.pgn,317,8,W,c4,e3,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,317,9,B,Bxb4,e5,320,blunder,38.5
STOCKFISH_vs_PUTC_GRAVE.pgn,317,10,W,axb4,axb4,0,ok,100.0
STOCKFISH_vs_PUTC_GRAVE.pgn,317,11,B,Rg8,Nxb4,248,blunder,44.6
STOCKFISH_vs_PUTC_GRAVE.pgn,317,12,W,Nc3,b5,179,mistake,52.8
STOCKFISH_vs_PUTC_GRAVE.pgn,317,13,B,Rh8,Nxb4,94,inaccuracy,68.0
STOCKFISH_vs_PUTC_GRAVE.pgn,317,14,W,Qb3,Qa4,53,inaccuracy,79.1
