pgn,white,black,result,moves,white_acpl,black_acpl,white_best_pct,black_best_pct,white_inacc,white_mistakes,white_blunders,black_inacc,black_mistakes,black_blunders
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,36,5636.8,11183.8,16.7,16.7,2,5,6,0,3,4
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,22,149.2,66.7,0.0,0.0,4,2,2,1,1,1
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,20,168.7,100.4,0.0,40.0,2,3,4,2,1,2
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,69,5805.1,3029.7,17.1,17.6,7,8,6,8,6,10
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,31,51.1,98.0,31.2,6.7,7,2,0,3,5,2
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,31,12590.4,6767.3,31.2,0.0,7,3,2,3,6,4
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,45,8748.1,4587.0,13.0,4.5,10,2,1,6,7,2
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,63,67.1,95.1,9.4,0.0,12,7,0,17,9,1
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,31,108.9,160.2,12.5,20.0,7,4,2,0,7,4
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,23,54.8,126.4,25.0,9.1,4,1,0,3,5,2
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,23,24982.9,18165.5,33.3,9.1,1,1,3,1,6,3
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,23,16705.8,9131.7,25.0,9.1,1,1,2,1,1,3
STOCKFISH_vs_UCB.pgn,STOCKFISH,UCB,1-0,19,94.3,193.6,30.0,0.0,4,4,0,3,2,3
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,24,135.8,68.8,0.0,25.0,4,3,3,3,2,1
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,26,115.6,42.3,0.0,23.1,6,2,1,3,1,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,16,148.1,56.9,0.0,25.0,4,2,2,4,1,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,20,139.8,46.4,0.0,20.0,5,1,2,2,2,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,12,141.2,24.2,0.0,50.0,0,2,1,1,0,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,20,164.1,69.9,10.0,40.0,2,2,3,1,2,1
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,42,9555.6,4796.0,14.3,19.0,8,7,4,7,2,4
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,46,106.0,76.8,30.4,43.5,1,7,3,3,3,3
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,30,119.3,78.7,13.3,20.0,3,2,4,4,6,0
UCB_vs_STOCKFISH.pgn,UCB,STOCKFISH,0-1,18,11155.0,22283.9,0.0,44.4,0,4,3,2,3,1
STOCKFISH_vs_UCT_RAVE.pgn,STOCKFISH,UCT_RAVE,1-0,25,15427.4,8381.0,23.1,8.3,2,0,2,2,2,3
STOCKFISH_vs_UCT_RAVE.pgn,STOCKFISH,UCT_RAVE,1-0,27,89.0,151.2,0.0,0.0,6,6,0,5,6,2
STOCKFISH_vs_UCT_RAVE.pgn,STOCKFISH,UCT_RAVE,1-0,27,43.8,115.1,35.7,7.7,2,0,1,2,5,2
STOCKFISH_vs_UCT_RAVE.pgn,STOCKFISH,UCT_RAVE,1-0,45,8737.9,4566.7,17.4,13.6,4,2,2,7,3,2
STOCKFISH_vs_UCT_RAVE.pgn,STOCKFISH,UCT_RAVE,1-0,17,27.2,130.5,22.2,0.0,3,0,0,3,3,1
STOCKFISH_vs_UCT_RAVE.pgn,STOCKFISH,UCT_RAVE,1-0,49,110.6,172.2,8.0,4.2,4,4,6,6,7,8
STOCKFISH_vs_UCT_RAVE.pgn,STOCKFISH,UCT_RAVE,1-0,13,64.0,230.3,42.9,0.0,1,0,1,2,0,3
STOCKFISH_vs_UCT_RAVE.pgn,STOCKFISH,UCT_RAVE,1-0,19,20068.3,11169.7,60.0,22.2,1,0,3,2,3,2
STOCKFISH_vs_UCT_RAVE.pgn,STOCKFISH,UCT_RAVE,1-0,25,63.0,81.3,38.5,8.3,2,2,1,0,4,1
STOCKFISH_vs_UCT_RAVE.pgn,STOCKFISH,UCT_RAVE,1-0,51,50.1,78.8,15.4,12.0,4,6,0,11,6,1
UCT_RAVE_vs_STOCKFISH.pgn,UCT_RAVE,STOCKFISH,0-1,26,7751.2,15420.9,0.0,15.4,3,4,3,1,2,1
UCT_RAVE_vs_STOCKFISH.pgn,UCT_RAVE,STOCKFISH,0-1,30,6750.7,13424.5,13.3,60.0,3,3,5,2,1,2
UCT_RAVE_vs_STOCKFISH.pgn,UCT_RAVE,STOCKFISH,0-1,12,139.3,37.0,0.0,50.0,1,3,1,1,1,0
UCT_RAVE_vs_STOCKFISH.pgn,UCT_RAVE,STOCKFISH,0-1,26,167.6,15468.9,0.0,7.7,2,3,4,2,2,2
UCT_RAVE_vs_STOCKFISH.pgn,UCT_RAVE,STOCKFISH,0-1,18,141.8,54.1,0.0,44.4,2,3,1,2,2,0
UCT_RAVE_vs_STOCKFISH.pgn,UCT_RAVE,STOCKFISH,0-1,18,127.3,50.3,0.0,22.2,2,3,1,0,1,1
UCT_RAVE_vs_STOCKFISH.pgn,UCT_RAVE,STOCKFISH,0-1,18,199.3,97.0,11.1,11.1,3,0,3,2,0,2
UCT_RAVE_vs_STOCKFISH.pgn,UCT_RAVE,STOCKFISH,0-1,30,117.5,56.9,13.3,26.7,2,7,1,6,3,0
UCT_RAVE_vs_STOCKFISH.pgn,UCT_RAVE,STOCKFISH,0-1,30,126.0,13422.9,6.7,13.3,4,5,2,5,3,2
UCT_RAVE_vs_STOCKFISH.pgn,UCT_RAVE,STOCKFISH,0-1,24,8381.0,16727.5,0.0,25.0,6,2,2,0,1,3
STOCKFISH_vs_UNIFORM.pgn,STOCKFISH,UNIFORM,1-0,33,90.9,157.1,17.6,6.2,4,4,2,4,7,4
STOCKFISH_vs_UNIFORM.pgn,STOCKFISH,UNIFORM,1-0,57,6969.1,3642.3,17.2,7.1,6,5,3,8,5,5
STOCKFISH_vs_UNIFORM.pgn,STOCKFISH,UNIFORM,1-0,23,50.9,125.5,25.0,9.1,3,2,0,1,5,1
STOCKFISH_vs_UNIFORM.pgn,STOCKFISH,UNIFORM,1-0,43,93.2,133.6,31.8,14.3,6,3,3,3,8,4
STOCKFISH_vs_UNIFORM.pgn,STOCKFISH,UNIFORM,1-0,25,107.5,167.1,23.1,8.3,0,4,2,1,4,4
STOCKFISH_vs_UNIFORM.pgn,STOCKFISH,UNIFORM,1-0,23,116.9,9207.6,8.3,0.0,4,1,3,1,5,4
STOCKFISH_vs_UNIFORM.pgn,STOCKFISH,UNIFORM,1-0,19,40.4,135.0,30.0,0.0,3,1,0,0,5,2
STOCKFISH_vs_UNIFORM.pgn,STOCKFISH,UNIFORM,1-0,33,52.9,142.9,17.6,0.0,7,1,0,6,4,4
STOCKFISH_vs_UNIFORM.pgn,STOCKFISH,UNIFORM,1-0,11,17.3,158.2,16.7,0.0,0,0,0,1,1,1
STOCKFISH_vs_UNIFORM.pgn,STOCKFISH,UNIFORM,1-0,23,31.9,125.4,50.0,9.1,2,2,0,1,3,2
UNIFORM_vs_STOCKFISH.pgn,UNIFORM,STOCKFISH,0-1,22,165.3,73.0,9.1,36.4,4,0,5,4,1,1
UNIFORM_vs_STOCKFISH.pgn,UNIFORM,STOCKFISH,0-1,36,111.1,62.8,16.7,11.1,5,6,2,4,4,0
UNIFORM_vs_STOCKFISH.pgn,UNIFORM,STOCKFISH,0-1,18,129.7,61.0,11.1,33.3,2,1,3,4,0,1
UNIFORM_vs_STOCKFISH.pgn,UNIFORM,STOCKFISH,0-1,18,131.6,45.7,0.0,33.3,2,3,2,2,1,0
UNIFORM_vs_STOCKFISH.pgn,UNIFORM,STOCKFISH,0-1,18,120.1,29.9,0.0,33.3,2,2,2,2,0,0
UNIFORM_vs_STOCKFISH.pgn,UNIFORM,STOCKFISH,0-1,24,87.4,35.4,0.0,33.3,4,2,1,1,2,0
UNIFORM_vs_STOCKFISH.pgn,UNIFORM,STOCKFISH,0-1,18,115.7,8.3,0.0,44.4,3,1,2,1,0,0
UNIFORM_vs_STOCKFISH.pgn,UNIFORM,STOCKFISH,0-1,22,146.4,54.3,0.0,9.1,2,6,2,5,1,0
UNIFORM_vs_STOCKFISH.pgn,UNIFORM,STOCKFISH,0-1,36,130.1,100.6,5.6,11.1,6,8,3,6,4,2
UNIFORM_vs_STOCKFISH.pgn,UNIFORM,STOCKFISH,0-1,26,157.8,104.8,0.0,15.4,4,5,4,1,6,1
